:			Group	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Black	Dot	0	Group	Forest	WHC	N 	C 	S	P	C-to-N	C-to-S	C-to-P	pH	Achillea millefolia	Andromeda polifolia	Arctostaphylos alpinus	Betula nana	Betula pubescens	Calamagrostis sp. 	Carex sp. 	Cerastium fontanum	Chamaenerion angustifolium	Cirsium sp.	Comarum palustre	Cornus suecica	Deschampsia caespitosa	Deschampsia flexuosa	Diphasiastrum alpinum	Empetrum nigrum	Equisetum arvense	Equisetum sylvaticum	Filipendula ulmaria	Fragaria vesca	Geranium sylvaticum	Goodyera repens	Gymnocarpium dryopteris	Hieracium murorum agg	Huperzia selago	Juncus trifidus	Juniperus communis	Ledum palustris	Linnaea borealis	Loiseuleuria procumbens	Luzula pilosa	Lycopodium annotinum	Melampyrum sylvaticum	Milium effusum	Myosotis sylvatica	Nardus stricta	Orthilla secunda	Phegopteris connectilis	Phyllodoce caerulea	Pinus sylvestris	Populus tremula	Poaceae sp.	Polygonum vivipara	Ranunculus acris	Rubus arcticus	Rubus chamaemorus	Salix lapponum	Solidago virgaurea	Sorbus aucuparia	Stellaria graminea	Trientalis europaeus	Urtica dioica	Vaccinium myrtillus	Vaccinium uliginosum	Vaccinium vitis-idaea	
Crimson	Dot	9	Birch	Birch9	521	14,9	458	1,887	1,536	30,7	243	298	4,13	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	
Crimson	Dot	10	Birch	Birch10	500	16,1	485	2,118	1,256	30,2	229	386	3,91	0	0	0	0	4	2	0	0	0	0	0	6	0	5	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	2	0	2	0	2	
Crimson	Dot	11	Birch	Birch11	430	12,4	516	1,724	1,051	41,5	300	491	3,82	0	0	0	0	3	0	0	0	0	0	0	7	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	0	0	
Gold	Dot	12	Pine	Pine1	376	9,6	481	1,532	0,654	49,9	314	736	3,83	0	0	0	2	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	
Gold	Dot	13	Pine	Pine2	263	6,1	327	0,989	0,805	54,0	331	406	3,82	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	
Gold	Dot	14	Pine	Pine3	279	7,5	414	0,970	0,772	55,2	427	537	3,69	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	
Gold	Dot	15	Pine	Pine4	285	15,0	382	1,071	0,869	25,4	356	439	3,78	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	
Gold	Dot	16	Pine	Pine5	357	8,9	418	1,218	0,743	46,8	343	562	3,86	0	0	0	0	0	2	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	3	0	2	0	0	0	0	0	0	0	0	
Gold	Dot	17	Pine	Pine6	496	9,6	479	1,236	0,532	50,0	387	900	3,64	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	2	5	0	0	0	0	0	0	0	0	
Gold	Dot	18	Pine	Pine7	500	7,9	453	1,567	0,402	57,5	289	1127	3,74	0	0	0	0	0	0	0	0	0	5	0	4	0	0	2	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	5	0	0	0	0	0	0	0	0	
Gold	Dot	19	Pine	Pine8	522	12,0	514	1,770	1,039	43,0	290	495	3,57	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	
Gold	Dot	20	Pine	Pine9	355	12,0	454	1,281	1,193	37,8	354	380	3,56	0	0	0	2	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	
Gold	Dot	21	Pine	Pine10	351	9,3	286	0,764	0,915	30,9	375	313	3,69	0	0	0	0	0	0	0	0	0	0	0	4	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0	
Gold	Dot	22	Pine	Pine11	385	11,6	457	1,377	1,156	39,2	332	395	3,84	0	0	0	0	2	5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	
Cornflowerblue	Dot	23	Tundra	Tundra1	430	12,6	409	2,205	0,976	32,4	186	419	4,45	0	3	3	4	0	0	3	0	0	0	0	3	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	3	2	0	0	2	0	0	2	3	
Cornflowerblue	Dot	24	Tundra	Tundra2	366	12,4	444	1,803	0,702	35,9	246	632	3,76	0	0	0	6	0	0	2	0	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	2	
Cornflowerblue	Dot	25	Tundra	Tundra3	215	7,6	229	1,043	0,520	30,2	219	440	4,38	0	0	0	6	0	0	3	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	
Cornflowerblue	Dot	26	Tundra	Tundra4	504	10,9	395	1,674	0,573	36,1	236	688	4,65	0	2	0	5	0	0	2	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	2	
Cornflowerblue	Dot	27	Tundra	Tundra5	221	7,5	213	0,750	0,360	28,3	283	591	3,89	0	0	0	5	0	0	2	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	
Cornflowerblue	Dot	28	Tundra	Tundra6	454	9,8	466	1,472	0,999	47,6	317	467	3,84	0	3	4	4	2	0	0	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	2	
Cornflowerblue	Dot	29	Tundra	Tundra7	461	11,7	430	1,507	1,002	36,7	286	429	3,86	0	4	0	4	2	0	2	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	3	
Cornflowerblue	Dot	30	Tundra	Tundra8	479	11,0	459	1,538	1,058	41,9	299	434	4,03	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	3	
Cornflowerblue	Dot	31	Tundra	Tundra9	365	10,9	389	1,438	1,013	35,6	271	384	3,89	0	4	2	4	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	2	4	3	
Cornflowerblue	Dot	32	Tundra	Tundra10	463	13,7	446	1,765	1,026	32,5	252	434	3,86	0	0	0	5	0	0	3	0	0	0	0	3	0	4	0	5	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	2	0	0	2	2	2	0	0	0	0	2	5	4	
Cornflowerblue	Dot	33	Tundra	Tundra11	396	10,0	422	1,240	1,183	42,3	340	357	3,90	0	2	3	5	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	5	2	
